segment_id,ner_condition,system_id,issue_category,severity,source_span_fr,hypothesis_span_en,ref_span_en,wrong_terminology,concept_flattening_too_vague,missing_terms,unnatural_phrasing,notes,reviewer,resolved
48_059,ner_biollm,s3,fluency,major,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 9.63 (condition=ner_biollm, system=s3). Replace with human judgement.",heuristic,0
48_092,ner_biollm,s1,fluency,major,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 9.73 (condition=ner_biollm, system=s1). Replace with human judgement.",heuristic,0
48_093,ner_biollm,s5,fluency,major,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 10.02 (condition=ner_biollm, system=s5). Replace with human judgement.",heuristic,0
48_051,ner_biollm,s3,fluency,major,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 10.09 (condition=ner_biollm, system=s3). Replace with human judgement.",heuristic,0
48_042,ner_biollm_finetuned,s3,fluency,major,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 10.46 (condition=ner_biollm_finetuned, system=s3). Replace with human judgement.",heuristic,0
48_065,ner_biollm,s2,fluency,major,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 10.48 (condition=ner_biollm, system=s2). Replace with human judgement.",heuristic,0
48_099,ner_biollm,s2,fluency,major,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 10.51 (condition=ner_biollm, system=s2). Replace with human judgement.",heuristic,0
48_089,ner_biollm,s1,fluency,major,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 10.79 (condition=ner_biollm, system=s1). Replace with human judgement.",heuristic,0
48_121,ner_biollm_finetuned,s1,fluency,major,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 11.83 (condition=ner_biollm_finetuned, system=s1). Replace with human judgement.",heuristic,0
48_058,ner_biollm,s3,fluency,major,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 11.96 (condition=ner_biollm, system=s3). Replace with human judgement.",heuristic,0
48_087,ner_biollm_finetuned,s3,fluency,major,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 12.09 (condition=ner_biollm_finetuned, system=s3). Replace with human judgement.",heuristic,0
48_061,ner_biollm_finetuned,s4,fluency,major,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 12.30 (condition=ner_biollm_finetuned, system=s4). Replace with human judgement.",heuristic,0
48_044,ner_biollm,s3,fluency,major,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 12.42 (condition=ner_biollm, system=s3). Replace with human judgement.",heuristic,0
48_045,ner_biollm,s3,fluency,major,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 12.51 (condition=ner_biollm, system=s3). Replace with human judgement.",heuristic,0
48_071,ner_biollm,s2,fluency,major,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 13.06 (condition=ner_biollm, system=s2). Replace with human judgement.",heuristic,0
48_101,ner_biollm_finetuned,s2,fluency,major,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 13.13 (condition=ner_biollm_finetuned, system=s2). Replace with human judgement.",heuristic,0
48_060,ner_biollm_finetuned,s4,fluency,major,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 13.35 (condition=ner_biollm_finetuned, system=s4). Replace with human judgement.",heuristic,0
48_062,ner_biollm_finetuned,s5,fluency,major,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 13.50 (condition=ner_biollm_finetuned, system=s5). Replace with human judgement.",heuristic,0
48_113,ner_biollm,s3,fluency,major,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 14.01 (condition=ner_biollm, system=s3). Replace with human judgement.",heuristic,0
48_086,ner_biollm,s5,fluency,major,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 14.40 (condition=ner_biollm, system=s5). Replace with human judgement.",heuristic,0
48_110,ner_biollm_finetuned,s5,fluency,major,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 14.41 (condition=ner_biollm_finetuned, system=s5). Replace with human judgement.",heuristic,0
48_094,ner_biollm,s5,fluency,major,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 14.50 (condition=ner_biollm, system=s5). Replace with human judgement.",heuristic,0
48_102,ner_biollm,s5,fluency,major,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 14.56 (condition=ner_biollm, system=s5). Replace with human judgement.",heuristic,0
48_073,ner_biollm_finetuned,s3,fluency,major,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 14.67 (condition=ner_biollm_finetuned, system=s3). Replace with human judgement.",heuristic,0
48_078,ner_biollm_finetuned,s2,fluency,major,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 14.86 (condition=ner_biollm_finetuned, system=s2). Replace with human judgement.",heuristic,0
48_104,ner_biollm,s2,fluency,major,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 14.96 (condition=ner_biollm, system=s2). Replace with human judgement.",heuristic,0
48_122,ner_biollm_finetuned,s2,fluency,minor,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 15.18 (condition=ner_biollm_finetuned, system=s2). Replace with human judgement.",heuristic,0
48_030,ner_biollm,s3,fluency,minor,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 15.21 (condition=ner_biollm, system=s3). Replace with human judgement.",heuristic,0
48_056,ner_biollm_finetuned,s2,fluency,minor,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 15.31 (condition=ner_biollm_finetuned, system=s2). Replace with human judgement.",heuristic,0
48_126,ner_biollm,s2,fluency,minor,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 15.36 (condition=ner_biollm, system=s2). Replace with human judgement.",heuristic,0
48_072,ner_biollm_finetuned,s2,fluency,minor,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 15.45 (condition=ner_biollm_finetuned, system=s2). Replace with human judgement.",heuristic,0
48_049,ner_biollm_finetuned,s3,fluency,minor,,,,0,0,0,0,"Heuristic sample: sentence chrF vs reference = 15.73 (condition=ner_biollm_finetuned, system=s3). Replace with human judgement.",heuristic,0
